courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
RELS 0037,Sensing the Sacred: Sensory Culture in South Asian Religions,"This course explores South Asian religions through the body, the senses, and aesthetics. Drawing on Hindu, Buddhist, and Jain traditions, and concentrating on embodied practices such meditation, chanting, eating, sex, asceticism, ritual, possession, and performance, we will examine experiences of the sacred in India, past and present. How has sensory culture shaped lives, practices, and doctrines? What place do the senses have in South Asian traditions? Drawing on premodern law codes, erotic handbooks, and medical treatises; and integrating new media from ethnographic films to graphic novels, we will plunge into to the rich sense-worlds of religions in South Asia.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RELS 0060C,The Bible and Moral Debate (JUDS 0060),Interested students must register for JUDS 0060.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RELS 0085B,Blues People:Topics in African American Religion and Culture,"African American religious practices and cultural expressions have been a significant force in American culture and a sustaining force for African-Americans. Some have argued there is nothing distinctive about African-American cultures, others contend that African American religion is merely a response and a regurgitation of European forms of Christianity, while others have erected strict boundaries about what does and does not constitute black culture and religion. This introductory course will investigate what constitutes African American religion and culture, the social and political impact of African American religion and culture, and their relationship, among other things.",[],FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
RELS 0090F,Friendship in the Ancient World,"How have ancient societies understood friendship, and how do ancient ideas about friendship differ from or resemble those of contemporary Westerners? This seminar, a comparative investigation of the ways in which friendship has been represented in the Hebrew Bible, Mesopotamian literature, and Greco-Roman texts, will addresses these and other questions through study of materials such as the Epic of Gilgamesh, the Iliad, the Book of Ruth, 1 and 2 Samuel (on Jonathan and David), the Wisdom of Ben Sira (Sirach), and Aristotle's Nicomachean Ethics. Enrollment limited to 19 first year students.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
RELS 0290H,Defense Against the Dark Arts in the Ancient World,"Alongside their Jewish and Pagan neighbors, ancient Christians sought to control and defend themselves against unseen forces teeming around them. They bound powerful angels to their will and harnessed the spirits of the recently deceased to activate their spells. Though none found the Elixir of Life, they left behind spells, recipes, and talismans as evidence of their quest to master spirits both hostile and sympathetic. This course will interrogate Christian and non-Christian conceptions of magic, its relationship with “religion” and “philosophy,” contextualize Christian magical practices alongside their neighbors, and conclude by examining the reception of “magic” into the modern West.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RELS 0420,Sacred Bodies,"How did ancient Christians understand physical holiness? What did the bodies of saints demonstrate or reveal? How was bodily sanctity represented in actual practices, and in literary, artistic, or ritual expressions? We will consider three broad categories of saints: desert heroes, holy women, and virtuosos (pillar saints, holy fools).",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RELS 0520,"Tai Chi, Qigong, and Traditions of Energy Cultivation in China","In recent years Taijiquan (Tai Chi) and Qigong have become increasingly popular forms of exercise, alternative medicine and contemplative practice. This course aims to provide students with a foundation for understanding these practices through an exploration of their roots in Chinese medicine, philosophy and religion, as well as their more recent history in modern China and the rest of the world. In addition to studying historical and scholarly interpretations of these practices, students will also have the opportunity to learn basic Qigong and Taijiquan in weekly labs.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RELS 0525,The History and Practice of Yoga in India and Beyond,"From its roots in premodern India to its current popularity worldwide, yoga has a rich a complex history. As a practice of the mind, body, and spirit, yoga has taken many forms—meditation, chanting, breath control, postures—in order to achieve a range of goals: liberation from rebirth, supernatural powers, strength, pleasure, peace, wellness. As its reputation and commodification have increased, yoga has attracted deep interest, debate, and even controversy. In this course we will study yoga from its earliest texts to its status in the modern world, addressing its historical, religious, social, and political ramifications in many different contexts.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RELS 0817,"Race, Religion, and the Secular","The history of race is intertwined with religion. From the Spanish Inquisition to the trans-Atlantic slave trade, to the European construction of a secular “humanism” in the Enlightenment, the relationship between Christianity and Whiteness has entailed dehumanizing consequences for non-Christian, racialized Others. This class will explore the relationship between religion, nationalism, secularism, and racism by drawing on theological, historical, sociological, theoretical and literary texts. This class will outline a genealogy of both racialization and secularization to understand how “whiteness” is bound up with the history of Christianity and secular power in liberal democracies, as well as how racial logics rely upon and redeploy the language of religion in purportedly secular sites of social systemic discriminations. Topics will include racialization and religio-racial formation; Anti-Blackness, Anti-Semitism, and Islamophobia; nationalism and populism; citizenship, civic religion, and public morality.",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
RELS 0845,Religious Freedom in America,"This course examines the ideal of religious freedom, which often is seen a cornerstone of American society. Interrogating that view, students explore the idea and practice of religious freedom in the past and present, paying close attention to its limitations, contradictions, and ironies. Although the course draws especially upon studies of religion, law, and politics in the United States, students also consider forms of religion and secularism from around the world. Reading-intensive and discussion-driven, this course has no prerequisites.",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
RELS 0916A,Japan's Floating World (EAST 0310),Interested students must register for EAST 0310.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
